id	name	lat	lon	capital	code	pop
3085481	Słupca	52.2873	17.8719	0	PPLA2	14
3081826	Witkowo	52.4396	17.7726	0	PPLA3	7
3084449	Strzałkowo	52.3070	17.8181	0	PPLA3	5
3098949	Golina	52.2431	18.0927	0	PPLA3	4
3096400	Kazimierz Biskupi	52.3110	18.1658	0	PPLA3	4
3096160	Kleczew	52.3706	18.1771	0	PPLA3	4
3087617	Pyzdry	52.1706	17.6900	0	PPLA3	3
3091058	Niechanowo	52.4653	17.6781	0	PPLA3	2
3086541	Rychwał	52.0715	18.1651	0	PPLA3	2
3080929	Zagórów	52.1683	17.8956	0	PPLA3	2
3088192	Powidz	52.4136	17.9193	0	PPLA3	1
3084870	Stare Miasto	52.1797	18.2150	0	PPLA3	1
3082012	Wilczogóra	52.4735	18.1674	0	PPL	1
3094017	Lądek	52.2093	17.9299	0	PPLA3	0
3090207	Kołaczkowo	52.2174	17.6241	0	PPLA3	0
3089719	Ostrowite	52.3820	18.0447	0	PPLA3	0
3086399	Rzgów Pierwszy	52.1513	18.0498	0	PPLA3	0
