id	name	lat	lon	capital	code	pop
2523207	Scalea	39.8060	15.7964	0	PPLA3	9
2525567	Belvedere Marittimo	39.6193	15.8622	0	PPLA3	6
2523687	Praia a Mare	39.8941	15.7842	0	PPLA3	6
2523591	Roggiano Gravina	39.6179	16.1617	0	PPLA3	5
9036392	Cetraro Marina	39.5170	15.9346	0	PPL	4
2524856	Diamante	39.6807	15.8217	0	PPLA3	3
2524805	Fagnano Castello	39.5716	16.0625	0	PPLA3	3
2524268	Marina di Fuscaldo	39.4242	16.0069	0	PPL	3
2524056	Morano Calabro	39.8414	16.1384	0	PPLA3	3
2523233	Saracena	39.7786	16.1591	0	PPLA3	3
2525728	Altomonte	39.6990	16.1300	0	PPLA3	2
2524356	Lungro	39.7377	16.1259	0	PPLA3	2
2524076	Montalto Uffugo	39.4033	16.1553	0	PPLA3	2
2524049	Mormanno	39.8934	15.9917	0	PPLA3	2
2523426	San Marco Argentano	39.5573	16.1245	0	PPLA3	2
2522785	Verbicaro	39.7608	15.9073	0	PPLA3	2
9036127	Marina	39.4633	15.9812	0	PPL	1
8948985	Marcellina	39.7658	15.8231	0	PPL	1
6535313	Santa Maria del Cedro	39.7462	15.8364	0	PPLA3	1
2525782	Acquaformosa	39.7228	16.0910	0	PPLA3	1
2525012	Cetraro	39.5166	15.9416	0	PPLA3	1
2524977	Cittadella del Capo	39.5593	15.8760	0	PPL	1
2524749	Firmo	39.7221	16.1634	0	PPLA3	1
2524691	Fuscaldo	39.4142	16.0284	0	PPLA3	1
2524564	Grisolia	39.7254	15.8560	0	PPLA3	1
2524431	Lattarico	39.4511	16.1270	0	PPLA3	1
2524044	Mottafollone	39.6485	16.0645	0	PPLA3	1
2523575	Rota Greca	39.4670	16.1141	0	PPLA3	1
2523410	San Nicola Arcella	39.8434	15.7863	0	PPLA3	1
2523371	San Sosti	39.6588	16.0296	0	PPLA3	1
2523348	Sant'Agata di Esaro	39.6223	15.9830	0	PPLA3	1
2523200	Scarcelli	39.4000	16.0167	0	PPL	1
2522924	Torano Castello	39.5040	16.1610	0	PPLA3	1
2525532	Bonifati	39.5859	15.9016	0	PPLA3	0
2525016	Cerzeto	39.5079	16.1160	0	PPLA3	0
2524086	Mongrassano	39.5264	16.1122	0	PPLA3	0
2523955	Orsomarso	39.7991	15.9075	0	PPLA3	0
2523528	San Basile	39.8096	16.1633	0	PPLA3	0
2523523	San Benedetto Ullano	39.4271	16.1238	0	PPLA3	0
2523499	San Donato di Ninea	39.7116	16.0474	0	PPLA3	0
2523355	Santa Domenica Talao	39.8188	15.8538	0	PPLA3	0
