id	name	lat	lon	capital	code	pop
3075766	Hlinsko	49.7621	15.9076	0	PPL	10
3069465	Nové Město na Moravě	49.5614	16.0742	0	PPL	10
3077669	Chotěboř	49.7207	15.6702	0	PPL	9
3067870	Polná	49.4870	15.7188	0	PPL	5
3067535	Přibyslav	49.5768	15.7386	0	PPL	3
3076098	Golčův Jeníkov	49.8163	15.4769	0	PPL	2
3067443	Proseč	49.8059	16.1162	0	PPL	2
3079159	Bohdalov	49.4792	15.8758	0	PPL	1
3077001	Dobronín	49.4783	15.6499	0	PPL	1
3076053	Habry	49.7560	15.4849	0	PPL	1
3075877	Herálec	49.6889	15.9943	0	PPL	1
3072693	Křižanov	49.3886	16.1096	0	PPL	1
3072675	Krucemburk	49.6884	15.8521	0	PPL	1
3072638	Krouna	49.7724	16.0267	0	PPL	1
3071839	Lípa	49.5542	15.5447	0	PPL	1
3070847	Měřín	49.3932	15.8838	0	PPL	1
3069422	Nové Veselí	49.5198	15.9085	0	PPL	1
3069092	Okrouhlice	49.6299	15.4908	0	PPL	1
3065103	Štoky	49.5025	15.5886	0	PPL	1
3064415	Svratka	49.7107	16.0321	0	PPL	1
3063171	Velký Beranov	49.4050	15.6670	0	PPL	1
3062899	Vilémov	49.8157	15.5358	0	PPL	1
