id	name	lat	lon	capital	code	pop
616417	Metsamor	40.0723	44.2917	0	PPL	8
616328	Sardarapat	40.1321	44.0097	0	PPL	5
616400	Mrgashat	40.1307	44.0807	0	PPL	4
616385	Nalbandyan	40.0639	43.9889	0	PPL	4
616187	T’alin	40.3917	43.8779	0	PPL	4
823802	Myasnikyan	40.1805	43.9195	0	PPL	3
616898	Arshaluys	40.1695	44.2139	0	PPL	3
616888	Arteni	40.2973	43.7667	0	PPL	3
616823	Bambakashat	40.1083	44.0195	0	PPL	3
616791	Byurakan	40.3389	44.2728	0	PPL	3
616769	Dalarik	40.2279	43.8779	0	PPL	3
617002	Aghavnatun	40.2333	44.2529	0	PPL	2
616918	Arevik	40.1001	44.0945	0	PPL	2
616914	Argavand	40.0611	44.0945	0	PPL	2
616853	Aknalich	40.1473	44.1667	0	PPL	2
616735	Janfida	40.0445	44.0279	0	PPL	2
616669	Getashen	40.0445	43.9417	0	PPL	2
616523	Kosh	40.3001	44.1611	0	PPL	2
616484	Khoronk’	40.1361	44.2473	0	PPL	2
616464	Lukashin	40.1873	44.0039	0	PPL	2
616290	P’shatavan	40.0389	44.0667	0	PPL	2
616278	Geghakert	40.1852	44.2433	0	PPL	2
866097	Gmbet’	40.2237	44.2541	0	PPL	1
866095	Griboyedov	40.1131	44.2717	0	PPL	1
866089	Aknashen	40.0955	44.2860	0	PPL	1
866081	Taronik	40.1337	44.1996	0	PPL	1
823807	Metsamor	40.1445	44.1167	0	PPL	1
823805	Lenughi	40.1251	43.9639	0	PPL	1
617019	Agarakavan	40.3307	44.0723	0	PPL	1
616954	Apaga	40.0973	44.2529	0	PPL	1
616933	Arazap’	40.0417	44.1473	0	PPL	1
616879	Ashnak	40.3307	43.9167	0	PPL	1
616872	Artimet	40.1501	44.2667	0	PPL	1
616851	Aygeshat	40.0751	44.0611	0	PPL	1
616850	Aygeshat	40.2361	44.2889	0	PPL	1
616748	Doghs	40.2223	44.2723	0	PPL	1
616650	Tsiatsan	40.1861	44.2695	0	PPL	1
616617	Mayisyan	40.1570	44.0919	0	PPL	1
616396	Hovtamej	40.1833	44.2585	0	PPL	1
616352	Nor Armavir	40.0861	43.9945	0	PPL	1
616231	Shenavan	40.0555	43.9305	0	PPL	1
616208	Alashkert	40.1071	44.0511	0	PPL	1
616184	Tandzut	40.0695	44.0779	0	PPL	1
616150	Tsaghkunk’	40.1805	44.2723	0	PPL	1
616061	Yeghegnut	40.0889	44.1667	0	PPL	1
616055	Yeraskhahun	40.0723	44.2195	0	PPL	1
613075	Margara	40.0333	44.1805	0	PPL	1
