id	name	lat	lon	capital	code	pop
2659070	Renens	46.5399	6.5881	0	PPLA2	17
2659127	Pully	46.5103	6.6618	0	PPL	16
2659613	Monthey	46.2545	6.9541	0	PPLA2	15
2658145	Vevey	46.4630	6.8434	0	PPLA2	15
2659587	Morges	46.5113	6.4985	0	PPLA2	14
3031679	Bonneville	46.0802	6.4073	0	PPLA3	11
6285791	Ecublens	46.5290	6.5626	0	PPLA3	10
2660008	La Tour-de-Peilz	46.4531	6.8586	0	PPL	10
2659136	Prilly	46.5370	6.6046	0	PPL	10
3019280	Évian-les-Bains	46.4011	6.5879	0	PPL	8
2659819	Lutry	46.5024	6.6865	0	PPL	8
2661834	Aigle	46.3181	6.9646	0	PPLA2	7
2661305	Bussigny	46.5511	6.5560	0	PPL	7
2660884	Epalinges	46.5490	6.6683	0	PPL	7
8521688	Blécherette	46.5393	6.6223	0	PPLX	6
2661072	Crissier	46.5459	6.5757	0	PPL	6
2659298	Ollon	46.2952	6.9931	0	PPL	6
2995744	Marignier	46.0901	6.5000	0	PPL	5
2985163	Publier	46.3877	6.5436	0	PPL	5
2972633	Thyez	46.0825	6.5378	0	PPL	5
2661527	Bex	46.2497	7.0098	0	PPL	5
2661468	Blonay	46.4678	6.8962	0	PPL	5
2661202	Châtel-Saint-Denis	46.5269	6.9008	0	PPL	5
2661197	Chavannes	46.5301	6.5707	0	PPL	5
2661148	Collombey	46.2739	6.9479	0	PPL	5
2659959	Le Mont-sur-Lausanne	46.5581	6.6315	0	PPL	5
3031644	Bons-en-Chablais	46.2649	6.3713	0	PPL	4
2975410	Sciez	46.3325	6.3841	0	PPL	4
6639664	Préverenges	46.5185	6.5268	0	PPL	4
2658989	Rolle	46.4582	6.3350	0	PPL	4
2658862	Saint-Prex	46.4796	6.4599	0	PPL	4
2658123	Villeneuve	46.3987	6.9265	0	PPL	4
3038099	Allinges	46.3355	6.4635	0	PPL	3
2991630	Morzine	46.1815	6.7066	0	PPL	3
2979185	Saint-Jeoire	46.1373	6.4617	0	PPL	3
2973424	Taninges	46.1088	6.5923	0	PPL	3
2967837	Viuz-en-Sallaz	46.1467	6.4078	0	PPL	3
2661564	Belmont-sur-Lausanne	46.5189	6.6764	0	PPL	3
2659900	Leysin	46.3418	7.0115	0	PPL	3
2658864	Saint-Maurice	46.2183	7.0032	0	PPLA2	3
2658774	Savigny	46.5384	6.7322	0	PPL	3
2658306	Troistorrents	46.2289	6.9159	0	PPL	3
2658093	Vouvry	46.3375	6.8895	0	PPL	3
3035563	Ayse	46.0814	6.4455	0	PPL	2
3018489	Fillinges	46.1594	6.3424	0	PPL	2
2997158	Lugrin	46.4021	6.6528	0	PPL	2
2990590	Neuvecelle	46.3950	6.6126	0	PPL	2
2976284	Samoëns	46.0828	6.7265	0	PPL	2
2661694	Attalens	46.5055	6.8504	0	PPL	2
2661687	Aubonne	46.4951	6.3915	0	PPL	2
2661247	Caux	46.4324	6.9386	0	PPL	2
2661214	Chardonne	46.4768	6.8268	0	PPL	2
2661180	Chexbres	46.4821	6.7781	0	PPL	2
2659129	Puidoux	46.5009	6.7825	0	PPL	2
3038745	Abondance	46.2787	6.7210	0	PPL	1
3037457	Anthy-sur-Léman	46.3553	6.4273	0	PPL	1
3037096	Arenthon	46.1070	6.3332	0	PPL	1
3036881	Armoy	46.3508	6.5170	0	PPL	1
3033653	Bellevaux	46.2587	6.5335	0	PPL	1
3032154	Boëge	46.2071	6.4043	0	PPL	1
3026177	Châtel	46.2649	6.8403	0	PPL	1
3026055	Châtillon-sur-Cluses	46.0876	6.5804	0	PPL	1
3023850	Contamine-sur-Arve	46.1422	6.3322	0	PPL	1
3018590	Féternes	46.3558	6.5483	0	PPL	1
3006617	Larringes	46.3692	6.5713	0	PPL	1
3006219	La Tour	46.1331	6.4311	0	PPL	1
3000902	Les Gets	46.1552	6.6649	0	PPL	1
2996953	Lyaud	46.3397	6.5259	0	PPL	1
2995807	Margencel	46.3414	6.4142	0	PPL	1
2995713	Marin	46.3794	6.5256	0	PPL	1
2995212	Massongy	46.3181	6.3315	0	PPL	1
2994948	Maxilly-sur-Léman	46.3983	6.6311	0	PPL	1
2993936	Mieussy	46.1337	6.5242	0	PPL	1
2988212	Peillonnex	46.1286	6.3772	0	PPL	1
2987879	Perrignier	46.3056	6.4393	0	PPL	1
2979355	Saint-Jean-d'Aulps	46.2344	6.6533	0	PPL	1
2977664	Saint-Paul-en-Chablais	46.3796	6.6248	0	PPL	1
6697711	Jongny	46.4788	6.8411	0	PPL	1
2661738	Apples	46.5524	6.4289	0	PPLA3	1
2661511	Bière	46.5376	6.3336	0	PPLA3	1
2661223	Champéry	46.1754	6.8690	0	PPL	1
2661063	Cully	46.4889	6.7294	0	PPLA2	1
2660841	Evionnaz	46.1810	7.0223	0	PPL	1
2659260	Palézieux	46.5419	6.8399	0	PPL	1
2659246	Paudex	46.5055	6.6682	0	PPL	1
2659231	Perroy	46.4669	6.3535	0	PPL	1
2658847	Salvan	46.1189	7.0208	0	PPL	1
2658426	Tanay	46.3450	6.8304	0	PPL	1
2658115	Vionnaz	46.3110	6.9006	0	PPL	1
2658867	Saint-Livres	46.5079	6.3875	0	PPLA3	0
