id	name	lat	lon	capital	code	pop
363243	Sarandë	39.8753	20.0048	0	PPLA2	15
261807	Igoumenítsa	39.5034	20.2673	0	PPLA2	9
6692641	Agios Georgis	39.7236	19.6997	0	PPL	4
2463705	Kanáli	39.6056	19.8925	0	PPL	4
2463800	Alepoú	39.6159	19.8956	0	PPL	3
2463594	Potamós	39.6242	19.8783	0	PPL	3
262420	Filiátes	39.6011	20.3119	0	PPLA3	2
258427	Lefkímmi	39.4234	20.0709	0	PPL	2
2595331	Ksamil	39.7689	19.9997	0	PPL	2
9165903	Perama	39.5829	19.9122	0	PPL	1
6692637	Acharávi	39.7936	19.8174	0	PPL	1
2463763	Ágios Matthaíos	39.4951	19.8734	0	PPL	1
2463670	Kynopiástes	39.5678	19.8836	0	PPL	1
2463662	Kontokáli	39.6444	19.8519	0	PPL	1
2463549	Virós	39.5834	19.8827	0	PPL	1
261913	Graikochóri	39.4979	20.2761	0	PPL	1
256580	Néa Seléfkeia	39.5246	20.2552	0	PPL	1
255753	Parapótamos	39.5486	20.3244	0	PPL	1
255562	Pérdika	39.3697	20.3042	0	PPL	1
255498	Perivóli	39.4194	20.0147	0	PPL	1
255013	Platariá	39.4504	20.2778	0	PPL	1
363320	Konispol	39.6589	20.1814	0	PPLA3	1
