id	name	lat	lon	capital	code	pop
1214520	Medan	3.5833	98.6667	0	PPLA	2435
1734634	Ipoh	4.5841	101.0829	0	PPLA	840
1214189	Percut	3.6253	98.8640	0	PPL	311
1215355	Binjai	3.6001	98.4854	0	PPLA2	279
1214204	Pematangsiantar	2.9595	99.0687	0	PPL	268
1214369	Padangsidempuan	1.3795	99.2715	0	PPL	225
1734586	Taiping	4.8500	100.7333	0	PPL	217
1735079	Bukit Mertajam	5.3630	100.4667	0	PPL	212
1214658	Lhokseumawe	5.1801	97.1507	0	PPL	188
1214724	Langsa	4.4683	97.9683	0	PPL	185
1213547	Tanjungbalai	2.9667	99.8000	0	PPL	176
1734393	Kulim	5.3650	100.5618	0	PPL	170
1735106	George Town	5.4112	100.3354	0	PPLA	158
1214191	Perbaungan	3.5679	98.9560	0	PPL	157
1213614	Sunggal	3.5765	98.6151	0	PPL	157
1214882	Kisaran	2.9845	99.6158	0	PPLA2	141
1764160	Kampung Sungai Ara	5.3270	100.2735	0	PPL	140
1215102	Gunungsitoli	1.2888	97.6143	0	PPLA2	136
1735093	Tasek Glugor	5.4803	100.4985	0	PPL	135
1213500	Tebingtinggi	3.3285	99.1625	0	PPL	117
1735076	Butterworth	5.3991	100.3638	0	PPL	107
1214073	Rantauprapat	2.1000	99.8333	0	PPL	103
1215412	Belawan	3.7755	98.6832	0	PPL	102
1213855	Sibolga	1.7402	98.7812	0	PPL	89
1214965	Kabanjahe	3.1001	98.4908	0	PPLA2	73
1735077	Perai	5.3833	100.3833	0	PPL	65
1214488	Meulaboh	4.1440	96.1266	0	PPLA2	64
1735459	Teluk Intan	4.0222	101.0208	0	PPL	63
1734576	Simpang Empat	4.9500	100.6333	0	PPL	58
1214800	Labuhan Deli	3.7278	98.6738	0	PPL	49
1215395	Berastagi	3.1947	98.5089	0	PPL	48
1215350	Bireun	5.2030	96.7009	0	PPL	47
1735268	Batu Gajah	4.4692	101.0411	0	PPL	46
1213713	Singkil	2.2874	97.7884	0	PPLA2	46
1735086	Nibong Tebal	5.1659	100.4779	0	PPL	40
8449493	Pekan Bahapal	3.1131	99.1735	0	PPL	40
1214055	Reuleuet	5.2167	96.2833	0	PPL	40
1735450	Lumut	4.2323	100.6298	0	PPL	39
1734599	Kuala Kangsar	4.7667	100.9333	0	PPL	39
1215498	Bandar	2.0500	99.7500	0	PPL	31
1750500	Permatang Kuching	5.4634	100.3814	0	PPL	27
1735282	Tapah Road	4.1667	101.2000	0	PPL	27
1735089	Parit Buntar	5.1267	100.4932	0	PPL	27
1215199	Deli Tua	3.5078	98.6839	0	PPL	27
1735199	Sungai Besar	3.6746	100.9867	0	PPL	26
1213655	Stabat	3.7333	98.4502	0	PPL	26
1214302	Pangkalan Brandan	4.0238	98.2782	0	PPL	25
1213530	Tanjungtiram	4.0613	98.3699	0	PPL	25
1213495	Teluk Dalam	0.5729	97.8034	0	PPLA2	25
1213493	Teluk Nibung	3.0010	99.8164	0	PPL	25
1741550	Tanjung Tokong	5.4606	100.3074	0	PPL	24
1215326	Blangpidie	3.7396	96.8361	0	PPLA2	24
1735074	Batu Feringgi	5.4709	100.2453	0	PPL	20
1734409	Bagan Serai	5.0108	100.5410	0	PPL	20
1735274	Kampar	4.3000	101.1500	0	PPL	19
1735506	Kepala Batas	5.5171	100.4265	0	PPL	17
1735195	Sabak Bernam	3.7698	100.9879	0	PPL	17
1213821	Sigli	5.3848	95.9609	0	PPLA2	17
1763412	Kampung Tanjung Karang	3.4242	101.1849	0	PPL	16
1752256	Pantai Remis	4.4557	100.6288	0	PPL	16
1213442	Tongging	2.8985	98.5231	0	PPL	16
1213721	Sinabang	2.4803	96.3801	0	PPLA2	15
