id	name	lat	lon	capital	code	pop
2510911	Sevilla	37.3828	-5.9732	0	PPLA	684
2267057	Lisbon	38.7167	-9.1333	1	PPLC	517
2516326	Jerez de la Frontera	36.6865	-6.1361	0	PPLA3	207
2271772	Amadora	38.7538	-9.2308	0	PPL	178
3111108	Salamanca	40.9688	-5.6639	0	PPLA2	155
2521420	Badajoz	38.8779	-6.9706	0	PPLA3	148
2516548	Huelva	37.2664	-6.9400	0	PPLA2	144
2518794	Dos Hermanas	37.2829	-5.9209	0	PPLA3	122
2262963	Setúbal	38.5244	-8.8882	0	PPLA	117
2740637	Coimbra	40.2056	-8.4195	0	PPLA	106
2264268	Queluz	38.7566	-9.2545	0	PPL	103
2270503	Cacém	38.7670	-9.2979	0	PPL	93
2520611	Cáceres	39.4765	-6.3722	0	PPLA2	93
2522165	Alcalá de Guadaira	37.3379	-5.8395	0	PPL	70
2511306	Sanlúcar de Barrameda	36.7781	-6.3515	0	PPL	68
2271977	Algueirão	38.7976	-9.3437	0	PPL	66
2266977	Loures	38.8309	-9.1684	0	PPL	66
2513917	Mérida	38.9161	-6.3437	0	PPLA	59
2268406	Évora	38.5667	-7.9000	0	PPLA	55
2742611	Aveiro	40.6443	-8.6455	0	PPLA	54
2265467	Odivelas	38.7927	-9.1838	0	PPL	54
2263827	Rio de Mouro	38.7661	-9.3280	0	PPL	54
2271680	Amora	38.6296	-9.1156	0	PPL	52
2269041	Corroios	38.6400	-9.1508	0	PPL	52
2271071	Barreiro	38.6631	-9.0724	0	PPLA2	51
2266249	Monsanto	39.4620	-8.7118	0	PPL	50
2510073	Utrera	37.1852	-5.7809	0	PPLA3	50
2739590	Figueira da Foz	40.1508	-8.8618	0	PPLA2	46
2263352	São Domingos de Rana	38.7019	-9.3408	0	PPL	46
2267095	Leiria	39.7436	-8.8071	0	PPLA	45
2268339	Faro	37.0187	-7.9272	0	PPLA	41
2262957	Sesimbra	38.4445	-9.1015	0	PPL	41
3113331	Plasencia	40.0312	-6.0884	0	PPLA3	41
2514287	Mairena del Aljarafe	37.3446	-6.0639	0	PPLA3	40
2734585	Santo António dos Olivais	40.2180	-8.4052	0	PPL	38
2264456	Portimão	37.1386	-8.5377	0	PPL	38
2270962	Benfica	38.7509	-9.2028	0	PPL	36
2269594	Cascais	38.6968	-9.4215	0	PPL	36
2514553	Los Palacios y Villafranca	37.1618	-5.9243	0	PPL	36
2265464	Oeiras	38.6910	-9.3109	0	PPLA2	35
2518820	Don Benito	38.9563	-5.8616	0	PPLA3	35
2515562	La Rinconada	37.4861	-5.9809	0	PPL	35
2271961	Almada	38.6790	-9.1569	0	PPLA2	34
2270985	Beja	38.0151	-7.8632	0	PPLA	34
2272215	Alcabideche	38.7337	-9.4093	0	PPL	33
2269514	Castelo Branco	39.8222	-7.4909	0	PPLA	33
2265432	Olivais	38.7699	-9.1067	0	PPL	33
2521893	Almendralejo	38.6832	-6.4075	0	PPLA3	33
2738785	Guarda	40.5373	-7.2657	0	PPLA	32
6930162	Alvalade	38.7533	-9.1440	0	PPL	31
2521665	Arcos de la Frontera	36.7507	-5.8106	0	PPLA3	31
2271473	Arrentela	38.6250	-9.1015	0	PPL	30
2265788	Montijo	38.7067	-8.9739	0	PPLA2	30
2269282	Charneca de Caparica	38.6203	-9.1943	0	PPL	29
2265447	Olhão	37.0286	-7.8411	0	PPLA2	29
2263480	Santarém	39.2333	-8.6833	0	PPLA	29
2511700	Rota	36.6236	-6.3600	0	PPLA3	29
2734106	Sequeira	40.5536	-7.2259	0	PPL	28
2266703	Marinha Grande	39.7477	-8.9323	0	PPLA2	28
2266621	Massamá	38.7528	-9.2811	0	PPL	28
2264359	Póvoa de Santa Iria	38.8610	-9.0645	0	PPL	28
2520118	Carmona	37.4712	-5.6461	0	PPLA3	28
2519233	Coria del Río	37.2877	-6.0541	0	PPLA3	28
2270437	Caldas da Rainha	39.4033	-9.1384	0	PPLA2	27
2732265	Viseu	40.6610	-7.9097	0	PPLA	26
2262912	Sintra	38.8010	-9.3783	0	PPLA2	26
2520477	Camas	37.4020	-6.0331	0	PPLA3	26
2515096	Lebrija	36.9208	-6.0753	0	PPLA3	26
6559488	Quinta Do Conde	38.5653	-9.0432	0	PPL	25
2265326	Paço de Arcos	38.6957	-9.2914	0	PPL	25
2515072	Lepe	37.2548	-7.2043	0	PPLA3	25
2509553	Villanueva de la Serena	38.9766	-5.7974	0	PPLA3	25
2262581	Torres Vedras	39.0911	-9.2586	0	PPLA2	24
2270157	Carnaxide	38.7271	-9.2467	0	PPL	23
2268436	Estoril	38.7057	-9.3977	0	PPL	23
2266988	Loulé	37.1377	-8.0197	0	PPLA2	23
2265927	Monte Estoril	38.7064	-9.4060	0	PPL	23
2264718	Pinhal Novo	38.6311	-8.9138	0	PPL	23
2264526	Pontinha	38.7677	-9.1994	0	PPL	23
2734484	São João da Madeira	40.9007	-8.4902	0	PPL	22
2265726	Moscavide e Portela	38.7793	-9.1022	0	PPL	22
2510394	Tomares	37.3728	-6.0459	0	PPLA3	22
2270981	Belas	38.7767	-9.2635	0	PPL	21
2270229	Caparica	38.6618	-9.2003	0	PPL	21
2267112	Lavradio	38.6681	-9.0520	0	PPL	21
2521857	Almonte	37.2647	-6.5167	0	PPLA3	21
2516431	Isla Cristina	37.2000	-7.3167	0	PPLA3	21
2270377	Camarate	38.8036	-9.1281	0	PPL	20
2270184	Carcavelos	38.6910	-9.3222	0	PPL	20
2267141	Laranjeiro	38.6560	-9.1538	0	PPL	20
2267131	Laranjeiro	37.0680	-7.8078	0	PPL	20
2267067	Linda-a-Velha	38.7145	-9.2422	0	PPL	20
2521456	Ayamonte	37.2133	-7.4081	0	PPLA3	20
2514288	Mairena del Alcor	37.3730	-5.7495	0	PPLA3	20
2511329	San Juan de Aznalfarache	37.3581	-6.0373	0	PPLA3	20
2271985	Algés	38.7024	-9.2294	0	PPL	19
2268575	Entroncamento	39.4667	-8.4667	0	PPLA2	19
2264736	Piedade	38.6701	-9.1585	0	PPL	19
2262644	Tomar	39.6020	-8.4092	0	PPLA2	19
2518040	El Viso del Alcor	37.3911	-5.7199	0	PPL	19
2513791	Moguer	37.2756	-6.8385	0	PPLA3	19
11808241	Azeitão	38.5192	-9.0139	0	PPL	18
2736930	Ovar	40.8586	-8.6251	0	PPL	18
2267226	Lagos	37.1020	-8.6742	0	PPL	18
2264299	Quarteira	37.0695	-8.1006	0	PPL	18
2263523	Santa Iria da Azóia	38.8411	-9.0991	0	PPL	18
2263326	São João da Talha	38.8238	-9.0972	0	PPL	18
2261639	Vila Franca de Xira	38.9552	-8.9897	0	PPLA2	18
2520833	Bormujos	37.3736	-6.0723	0	PPLA3	18
2519477	Chipiona	36.7366	-6.4370	0	PPLA3	18
6930153	Alfragide	38.7320	-9.2192	0	PPLL	17
2740593	Condeixa-a-Nova	40.1128	-8.4980	0	PPLA2	17
2740313	Covilhã	40.2811	-7.5050	0	PPL	17
2738707	Ílhavo	40.6019	-8.6702	0	PPLA2	17
2266319	Moita	38.6508	-8.9904	0	PPLA2	17
2265169	Parede	38.6928	-9.3541	0	PPL	17
2264575	Pombal	39.9167	-8.6285	0	PPLA2	17
2264087	Ramada	38.8037	-9.1877	0	PPL	17
2263667	Sacavém	38.7920	-9.1080	0	PPL	17
2521964	Aljaraque	37.2699	-7.0231	0	PPLA3	17
2520052	Cartaya	37.2811	-7.1507	0	PPLA3	17
2519738	Castilleja de la Cuesta	37.3859	-6.0526	0	PPLA3	17
2739723	Feira	40.9254	-8.5428	0	PPLA2	16
2265223	Palmela	38.5690	-8.9013	0	PPLA2	16
2261697	Vialonga	38.8721	-9.0780	0	PPL	16
