id	name	lat	lon	capital	code	pop
2623340	Brøndbyvester	55.6455	12.4101	0	PPLA2	20
2619377	Ishøj	55.6154	12.3518	0	PPLA2	19
2612629	Stenløse	55.7683	12.1972	0	PPLA2	19
2613233	Solrød Strand	55.5329	12.2223	0	PPLX	17
2610789	Vallensbæk	55.6220	12.3851	0	PPLA2	16
2620587	Hedehusene	55.6495	12.1983	0	PPL	13
2622061	Fløng	55.6621	12.1870	0	PPL	11
2623181	Christianshavn	55.6738	12.5954	0	PPL	10
2619216	Jyllinge	55.7529	12.1031	0	PPL	10
2618468	Kongens Lyngby	55.7704	12.5038	0	PPLA2	10
2611862	Tårnby	55.6303	12.6004	0	PPLA2	10
2613345	Smørumnedre	55.7423	12.3028	0	PPL	9
2617112	Måløv	55.7553	12.3233	0	PPL	8
2611132	Tune	55.5929	12.1697	0	PPL	5
2623628	Borup	55.4947	11.9758	0	PPL	4
2620664	Havdrup	55.5448	12.1239	0	PPL	4
2611982	Svogerslev	55.6342	12.0146	0	PPL	4
2610311	Viby	55.5487	12.0239	0	PPL	4
2622665	Ejby	55.4858	12.0817	0	PPL	3
2617832	Lejre	55.6046	11.9748	0	PPL	3
2613766	Skibby	55.7512	11.9608	0	PPL	3
2610189	Vindinge	55.6230	12.1387	0	PPL	3
2623978	Bjæverskov	55.4576	12.0365	0	PPL	2
2621727	Gadstrup	55.5692	12.0949	0	PPL	2
2620997	Gundsømagle	55.7356	12.1516	0	PPL	2
2615359	Osted	55.5623	11.9579	0	PPL	2
2613234	Solrød	55.5363	12.1827	0	PPLA2	2
2612211	Strøby Egede	55.4138	12.2450	0	PPL	2
2621478	Gevninge	55.6454	11.9572	0	PPL	1
2617648	Lille Skensved	55.5098	12.1351	0	PPL	1
2610566	Veksø	55.7547	12.2384	0	PPL	1
