id	name	lat	lon	capital	code	pop
4336153	Opelousas	30.5335	-92.0815	0	PPLA2	16
4317985	Broussard	30.1471	-91.9612	0	PPL	11
4341033	Scott	30.2358	-92.0946	0	PPL	9
4319030	Carencro	30.3171	-92.0490	0	PPL	8
4317801	Breaux Bridge	30.2735	-91.8993	0	PPL	8
4335096	New Roads	30.7016	-91.4362	0	PPLA2	4
4342921	Sunset	30.4113	-92.0684	0	PPL	2
4337836	Port Barre	30.5602	-91.9540	0	PPL	2
4323860	Erwinville	30.5310	-91.4079	0	PPL	2
4333095	Melville	30.6930	-91.7440	0	PPL	1
4332582	Maringouin	30.4913	-91.5195	0	PPL	1
4331493	Livonia	30.5591	-91.5559	0	PPL	1
4330809	Leonville	30.4705	-91.9784	0	PPL	1
4330019	Krotz Springs	30.5369	-91.7529	0	PPL	1
4327245	Henderson	30.3133	-91.7904	0	PPL	1
4319339	Cecilia	30.3371	-91.8532	0	PPL	1
4319261	Catahoula	30.2146	-91.7090	0	PPL	1
4315034	Arnaudville	30.3977	-91.9315	0	PPL	1
