id	name	lat	lon	capital	code	pop
3028580	Carmaux	44.0496	2.1581	0	PPL	10
2979148	Saint-Juéry	43.9484	2.2091	0	PPL	6
3032292	Blaye-les-Mines	44.0307	2.1313	0	PPL	3
2984299	Réalmont	43.7775	2.1888	0	PPL	3
2976520	Saïx	43.5811	2.1827	0	PPL	3
3036687	Arthès	43.9559	2.2080	0	PPL	2
3029229	Cagnac-les-Mines	43.9852	2.1413	0	PPL	2
3010566	Lacaune	43.7089	2.6918	0	PPL	2
2992104	Montredon-Labessonnié	43.7200	2.3260	0	PPL	2
2984969	Puygouzon	43.8988	2.1697	0	PPL	2
2983929	Réquista	44.0328	2.5351	0	PPL	2
2982873	Roquecourbe	43.6648	2.2907	0	PPL	2
2981402	Saint-Benoît-de-Carmaux	44.0520	2.1291	0	PPL	2
2975191	Sémalens	43.5914	2.1100	0	PPL	2
6615523	Le Sequestre	43.9108	2.1180	0	PPL	1
3033574	Belmont-sur-Rance	43.8181	2.7543	0	PPL	1
3030520	Brassac	43.6300	2.4984	0	PPL	1
3029503	Burlats	43.6364	2.3182	0	PPL	1
3022079	Cunac	43.9285	2.2205	0	PPL	1
3017255	Fréjairolles	43.8809	2.2315	0	PPL	1
3009699	Lacrouzette	43.6630	2.3482	0	PPL	1
3006530	La Salvetat-sur-Agout	43.6005	2.7027	0	PPL	1
3005943	Lautrec	43.7062	2.1383	0	PPL	1
3004130	Le Garric	44.0097	2.1624	0	PPL	1
2971046	Valence-d'Albigeois	44.0196	2.4043	0	PPL	1
2968761	Villefranche-d'Albigeois	43.8963	2.3302	0	PPL	1
