id	name	lat	lon	capital	code	pop
3050719	Kalocsa	46.5298	18.9728	0	PPLA2	18
3054809	Bonyhád	46.2992	18.5302	0	PPL	14
3043849	Tolna	46.4268	18.7825	0	PPLA2	12
3055298	Bátaszék	46.1937	18.7231	0	PPL	6
3053768	Decs	46.2843	18.7600	0	PPL	4
3053132	Fadd	46.4648	18.8193	0	PPL	4
3046505	Pécsvárad	46.1603	18.4232	0	PPL	4
3053423	Dusnok	46.3909	18.9630	0	PPL	3
3051415	Hőgyész	46.4970	18.4184	0	PPL	3
3051280	Hosszúhetény	46.1641	18.3508	0	PPL	3
3055281	Bátya	46.4880	18.9542	0	PPL	2
3054878	Bogyiszló	46.3864	18.8296	0	PPL	2
3053454	Dunaszekcső	46.0874	18.7587	0	PPL	2
3053450	Dunaszentgyörgy	46.5285	18.8177	0	PPL	2
3052013	Gyönk	46.5560	18.4769	0	PPL	2
3051473	Hidas	46.2568	18.4954	0	PPL	2
3047622	Nagymányok	46.2791	18.4549	0	PPL	2
3047201	Őcsény	46.3137	18.7575	0	PPL	2
3044835	Szászvár	46.2767	18.3757	0	PPL	2
3044800	Szedres	46.4755	18.6831	0	PPL	2
3044671	Szentgálpuszta	46.3748	18.6260	0	PPLX	2
3043984	Tengelic	46.5288	18.7112	0	PPL	2
3042516	Zomba	46.4108	18.5658	0	PPL	2
3055302	Báta	46.1286	18.7703	0	PPL	1
3048250	Mecseknádasd	46.2247	18.4708	0	PPL	1
3045333	Sióagárd	46.3927	18.6534	0	PPL	1
